_id,userId,learningMaterialCompletion[0].learningMaterialId,learningMaterialCompletion[0].completed,learningMaterialCompletion[0]._id,quizScore,__v
670cca76e0941d56b05f1570,670cca73e0941d56b05ee303,670cca73e0941d56b05ee677,false,670cca76e0941d56b05f1571,13,0
670cca76e0941d56b05f1572,670cca73e0941d56b05ee602,670cca73e0941d56b05ee7f0,true,670cca76e0941d56b05f1573,56,0
670cca76e0941d56b05f1574,670cca73e0941d56b05ee357,670cca73e0941d56b05ee74a,false,670cca76e0941d56b05f1575,54,0
670cca76e0941d56b05f1576,670cca73e0941d56b05ee322,670cca73e0941d56b05ee83c,true,670cca76e0941d56b05f1577,23,0
670cca76e0941d56b05f1578,670cca73e0941d56b05ee5cd,670cca73e0941d56b05ee7e7,false,670cca76e0941d56b05f1579,20,0
670cca76e0941d56b05f157a,670cca73e0941d56b05ee333,670cca73e0941d56b05ee9ca,true,670cca76e0941d56b05f157b,46,0
670cca76e0941d56b05f157c,670cca73e0941d56b05ee2e0,670cca73e0941d56b05ee66a,true,670cca76e0941d56b05f157d,55,0
670cca76e0941d56b05f157e,670cca73e0941d56b05ee3d6,670cca73e0941d56b05ee72a,true,670cca76e0941d56b05f157f,41,0
670cca76e0941d56b05f1580,670cca73e0941d56b05ee357,670cca73e0941d56b05ee6ab,false,670cca76e0941d56b05f1581,70,0
670cca76e0941d56b05f1582,670cca73e0941d56b05ee437,670cca73e0941d56b05ee8a9,true,670cca76e0941d56b05f1583,86,0
670cca76e0941d56b05f1584,670cca73e0941d56b05ee27e,670cca73e0941d56b05ee7a5,true,670cca76e0941d56b05f1585,21,0
670cca76e0941d56b05f1586,670cca73e0941d56b05ee385,670cca73e0941d56b05ee95b,true,670cca76e0941d56b05f1587,80,0
670cca76e0941d56b05f1588,670cca73e0941d56b05ee477,670cca73e0941d56b05ee8cf,false,670cca76e0941d56b05f1589,61,0
670cca76e0941d56b05f158a,670cca73e0941d56b05ee4b9,670cca73e0941d56b05ee9a4,false,670cca76e0941d56b05f158b,17,0
670cca76e0941d56b05f158c,670cca73e0941d56b05ee44f,670cca73e0941d56b05eea2c,false,670cca76e0941d56b05f158d,59,0
670cca76e0941d56b05f158e,670cca73e0941d56b05ee5a3,670cca73e0941d56b05ee86b,false,670cca76e0941d56b05f158f,44,0
670cca76e0941d56b05f1590,670cca73e0941d56b05ee531,670cca73e0941d56b05ee681,true,670cca76e0941d56b05f1591,66,0
670cca76e0941d56b05f1592,670cca73e0941d56b05ee5c5,670cca73e0941d56b05ee877,true,670cca76e0941d56b05f1593,20,0
670cca76e0941d56b05f1594,670cca73e0941d56b05ee294,670cca73e0941d56b05ee6b3,true,670cca76e0941d56b05f1595,23,0
670cca76e0941d56b05f1596,670cca73e0941d56b05ee54f,670cca73e0941d56b05eea37,false,670cca76e0941d56b05f1597,67,0
670cca76e0941d56b05f1598,670cca73e0941d56b05ee62c,670cca73e0941d56b05ee952,true,670cca76e0941d56b05f1599,32,0
670cca76e0941d56b05f159a,670cca73e0941d56b05ee2d6,670cca73e0941d56b05ee764,true,670cca76e0941d56b05f159b,91,0
670cca76e0941d56b05f159c,670cca73e0941d56b05ee482,670cca73e0941d56b05eea39,false,670cca76e0941d56b05f159d,10,0
670cca76e0941d56b05f159e,670cca73e0941d56b05ee553,670cca73e0941d56b05ee6bd,true,670cca76e0941d56b05f159f,43,0
670cca76e0941d56b05f15a0,670cca73e0941d56b05ee3aa,670cca73e0941d56b05ee8d9,false,670cca76e0941d56b05f15a1,8,0
670cca76e0941d56b05f15a2,670cca73e0941d56b05ee474,670cca73e0941d56b05ee9d4,false,670cca76e0941d56b05f15a3,56,0
670cca76e0941d56b05f15a4,670cca73e0941d56b05ee568,670cca73e0941d56b05ee800,false,670cca76e0941d56b05f15a5,27,0
670cca76e0941d56b05f15a6,670cca73e0941d56b05ee4e7,670cca73e0941d56b05eea26,true,670cca76e0941d56b05f15a7,72,0
670cca76e0941d56b05f15a8,670cca73e0941d56b05ee4a2,670cca73e0941d56b05eea2a,false,670cca76e0941d56b05f15a9,26,0
670cca76e0941d56b05f15aa,670cca73e0941d56b05ee3ad,670cca73e0941d56b05ee71f,false,670cca76e0941d56b05f15ab,35,0
670cca76e0941d56b05f15ac,670cca73e0941d56b05ee549,670cca73e0941d56b05ee8d0,true,670cca76e0941d56b05f15ad,73,0
670cca76e0941d56b05f15ae,670cca73e0941d56b05ee2be,670cca73e0941d56b05ee873,false,670cca76e0941d56b05f15af,1,0
670cca76e0941d56b05f15b0,670cca73e0941d56b05ee5e3,670cca73e0941d56b05ee956,true,670cca76e0941d56b05f15b1,7,0
670cca76e0941d56b05f15b2,670cca73e0941d56b05ee3ee,670cca73e0941d56b05ee698,true,670cca76e0941d56b05f15b3,75,0
670cca76e0941d56b05f15b4,670cca73e0941d56b05ee520,670cca73e0941d56b05ee7f0,false,670cca76e0941d56b05f15b5,91,0
670cca76e0941d56b05f15b6,670cca73e0941d56b05ee55e,670cca73e0941d56b05ee914,true,670cca76e0941d56b05f15b7,17,0
670cca76e0941d56b05f15b8,670cca73e0941d56b05ee62e,670cca73e0941d56b05ee72b,false,670cca76e0941d56b05f15b9,43,0
670cca76e0941d56b05f15ba,670cca73e0941d56b05ee3bd,670cca73e0941d56b05ee7d6,true,670cca76e0941d56b05f15bb,12,0
670cca76e0941d56b05f15bc,670cca73e0941d56b05ee3d6,670cca73e0941d56b05ee96d,true,670cca76e0941d56b05f15bd,76,0
670cca76e0941d56b05f15be,670cca73e0941d56b05ee367,670cca73e0941d56b05ee70b,true,670cca76e0941d56b05f15bf,68,0
670cca76e0941d56b05f15c0,670cca73e0941d56b05ee5cd,670cca73e0941d56b05ee6e8,true,670cca76e0941d56b05f15c1,30,0
670cca76e0941d56b05f15c2,670cca73e0941d56b05ee3a3,670cca73e0941d56b05ee703,true,670cca76e0941d56b05f15c3,59,0
670cca76e0941d56b05f15c4,670cca73e0941d56b05ee516,670cca73e0941d56b05ee7b3,true,670cca76e0941d56b05f15c5,88,0
670cca76e0941d56b05f15c6,670cca73e0941d56b05ee4d8,670cca73e0941d56b05ee7e1,true,670cca76e0941d56b05f15c7,74,0
670cca76e0941d56b05f15c8,670cca73e0941d56b05ee28e,670cca73e0941d56b05ee8c7,true,670cca76e0941d56b05f15c9,39,0
670cca76e0941d56b05f15ca,670cca73e0941d56b05ee4ca,670cca73e0941d56b05ee834,true,670cca76e0941d56b05f15cb,38,0
670cca76e0941d56b05f15cc,670cca73e0941d56b05ee3ec,670cca73e0941d56b05ee985,true,670cca76e0941d56b05f15cd,63,0
670cca76e0941d56b05f15ce,670cca73e0941d56b05ee393,670cca73e0941d56b05ee682,false,670cca76e0941d56b05f15cf,27,0
670cca76e0941d56b05f15d0,670cca73e0941d56b05ee3e5,670cca73e0941d56b05ee8b3,true,670cca76e0941d56b05f15d1,28,0
670cca76e0941d56b05f15d2,670cca73e0941d56b05ee40e,670cca73e0941d56b05ee7c7,true,670cca76e0941d56b05f15d3,3,0
670cca76e0941d56b05f15d4,670cca73e0941d56b05ee29b,670cca73e0941d56b05ee806,true,670cca76e0941d56b05f15d5,78,0
670cca76e0941d56b05f15d6,670cca73e0941d56b05ee637,670cca73e0941d56b05ee8ca,false,670cca76e0941d56b05f15d7,75,0
670cca76e0941d56b05f15d8,670cca73e0941d56b05ee3b8,670cca73e0941d56b05ee98b,true,670cca76e0941d56b05f15d9,22,0
670cca76e0941d56b05f15da,670cca73e0941d56b05ee587,670cca73e0941d56b05ee90b,true,670cca76e0941d56b05f15db,74,0
670cca76e0941d56b05f15dc,670cca73e0941d56b05ee4ae,670cca73e0941d56b05ee98f,false,670cca76e0941d56b05f15dd,15,0
670cca76e0941d56b05f15de,670cca73e0941d56b05ee4b3,670cca73e0941d56b05ee851,true,670cca76e0941d56b05f15df,67,0
670cca76e0941d56b05f15e0,670cca73e0941d56b05ee49a,670cca73e0941d56b05ee8e4,false,670cca76e0941d56b05f15e1,21,0
670cca76e0941d56b05f15e2,670cca73e0941d56b05ee480,670cca73e0941d56b05eea37,false,670cca76e0941d56b05f15e3,12,0
670cca76e0941d56b05f15e4,670cca73e0941d56b05ee537,670cca73e0941d56b05ee90f,true,670cca76e0941d56b05f15e5,14,0
670cca76e0941d56b05f15e6,670cca73e0941d56b05ee3ae,670cca73e0941d56b05ee673,false,670cca76e0941d56b05f15e7,86,0
670cca76e0941d56b05f15e8,670cca73e0941d56b05ee2d1,670cca73e0941d56b05ee743,true,670cca76e0941d56b05f15e9,93,0
670cca76e0941d56b05f15ea,670cca73e0941d56b05ee387,670cca73e0941d56b05ee80d,false,670cca76e0941d56b05f15eb,54,0
670cca76e0941d56b05f15ec,670cca73e0941d56b05ee64a,670cca73e0941d56b05eea29,false,670cca76e0941d56b05f15ed,72,0
670cca76e0941d56b05f15ee,670cca73e0941d56b05ee533,670cca73e0941d56b05ee992,false,670cca76e0941d56b05f15ef,36,0
670cca76e0941d56b05f15f0,670cca73e0941d56b05ee48f,670cca73e0941d56b05ee752,true,670cca76e0941d56b05f15f1,75,0
670cca76e0941d56b05f15f2,670cca73e0941d56b05ee3a2,670cca73e0941d56b05ee8b1,true,670cca76e0941d56b05f15f3,92,0
670cca76e0941d56b05f15f4,670cca73e0941d56b05ee5ff,670cca73e0941d56b05ee817,true,670cca76e0941d56b05f15f5,85,0
670cca76e0941d56b05f15f6,670cca73e0941d56b05ee63a,670cca73e0941d56b05ee78b,true,670cca76e0941d56b05f15f7,5,0
670cca76e0941d56b05f15f8,670cca73e0941d56b05ee52a,670cca73e0941d56b05ee85c,false,670cca76e0941d56b05f15f9,53,0
670cca76e0941d56b05f15fa,670cca73e0941d56b05ee442,670cca73e0941d56b05ee885,true,670cca76e0941d56b05f15fb,100,0
670cca76e0941d56b05f15fc,670cca73e0941d56b05ee334,670cca73e0941d56b05ee937,false,670cca76e0941d56b05f15fd,89,0
670cca76e0941d56b05f15fe,670cca73e0941d56b05ee3f7,670cca73e0941d56b05ee714,false,670cca76e0941d56b05f15ff,51,0
670cca76e0941d56b05f1600,670cca73e0941d56b05ee540,670cca73e0941d56b05ee858,false,670cca76e0941d56b05f1601,86,0
670cca76e0941d56b05f1602,670cca73e0941d56b05ee5eb,670cca73e0941d56b05ee79f,false,670cca76e0941d56b05f1603,23,0
670cca76e0941d56b05f1604,670cca73e0941d56b05ee611,670cca73e0941d56b05ee869,true,670cca76e0941d56b05f1605,9,0
670cca76e0941d56b05f1606,670cca73e0941d56b05ee27f,670cca73e0941d56b05ee7a4,false,670cca76e0941d56b05f1607,83,0
670cca76e0941d56b05f1608,670cca73e0941d56b05ee5ef,670cca73e0941d56b05eea0a,true,670cca76e0941d56b05f1609,54,0
670cca76e0941d56b05f160a,670cca73e0941d56b05ee580,670cca73e0941d56b05ee972,true,670cca76e0941d56b05f160b,14,0
670cca76e0941d56b05f160c,670cca73e0941d56b05ee414,670cca73e0941d56b05ee681,false,670cca76e0941d56b05f160d,49,0
670cca76e0941d56b05f160e,670cca73e0941d56b05ee329,670cca73e0941d56b05ee9dc,true,670cca76e0941d56b05f160f,69,0
670cca76e0941d56b05f1610,670cca73e0941d56b05ee281,670cca73e0941d56b05ee937,false,670cca76e0941d56b05f1611,10,0
670cca76e0941d56b05f1612,670cca73e0941d56b05ee2f7,670cca73e0941d56b05ee7e0,false,670cca76e0941d56b05f1613,26,0
670cca76e0941d56b05f1614,670cca73e0941d56b05ee46e,670cca73e0941d56b05eea46,true,670cca76e0941d56b05f1615,95,0
670cca76e0941d56b05f1616,670cca73e0941d56b05ee4e6,670cca73e0941d56b05ee82e,false,670cca76e0941d56b05f1617,80,0
670cca76e0941d56b05f1618,670cca73e0941d56b05ee5ba,670cca73e0941d56b05ee948,true,670cca76e0941d56b05f1619,48,0
670cca76e0941d56b05f161a,670cca73e0941d56b05ee5ed,670cca73e0941d56b05ee867,false,670cca76e0941d56b05f161b,93,0
670cca76e0941d56b05f161c,670cca73e0941d56b05ee4d4,670cca73e0941d56b05ee8c5,true,670cca76e0941d56b05f161d,2,0
670cca76e0941d56b05f161e,670cca73e0941d56b05ee4d6,670cca73e0941d56b05ee935,true,670cca76e0941d56b05f161f,81,0
670cca76e0941d56b05f1620,670cca73e0941d56b05ee56c,670cca73e0941d56b05eea27,false,670cca76e0941d56b05f1621,14,0
670cca76e0941d56b05f1622,670cca73e0941d56b05ee3c2,670cca73e0941d56b05ee9f4,true,670cca76e0941d56b05f1623,81,0
670cca76e0941d56b05f1624,670cca73e0941d56b05ee39f,670cca73e0941d56b05ee72d,true,670cca76e0941d56b05f1625,89,0
670cca76e0941d56b05f1626,670cca73e0941d56b05ee4f4,670cca73e0941d56b05eea09,true,670cca76e0941d56b05f1627,76,0
670cca76e0941d56b05f1628,670cca73e0941d56b05ee47a,670cca73e0941d56b05ee7b1,false,670cca76e0941d56b05f1629,44,0
670cca76e0941d56b05f162a,670cca73e0941d56b05ee390,670cca73e0941d56b05ee896,true,670cca76e0941d56b05f162b,88,0
670cca76e0941d56b05f162c,670cca73e0941d56b05ee4ae,670cca73e0941d56b05ee98c,true,670cca76e0941d56b05f162d,31,0
670cca76e0941d56b05f162e,670cca73e0941d56b05ee41e,670cca73e0941d56b05ee938,false,670cca76e0941d56b05f162f,30,0
670cca76e0941d56b05f1630,670cca73e0941d56b05ee5e6,670cca73e0941d56b05ee6b5,false,670cca76e0941d56b05f1631,77,0
670cca76e0941d56b05f1632,670cca73e0941d56b05ee5ee,670cca73e0941d56b05ee8a5,true,670cca76e0941d56b05f1633,14,0
670cca76e0941d56b05f1634,670cca73e0941d56b05ee3b4,670cca73e0941d56b05ee7d2,true,670cca76e0941d56b05f1635,48,0
670cca76e0941d56b05f1636,670cca73e0941d56b05ee389,670cca73e0941d56b05ee916,false,670cca76e0941d56b05f1637,42,0
670cca76e0941d56b05f1638,670cca73e0941d56b05ee443,670cca73e0941d56b05ee94f,false,670cca76e0941d56b05f1639,85,0
670cca76e0941d56b05f163a,670cca73e0941d56b05ee280,670cca73e0941d56b05ee663,false,670cca76e0941d56b05f163b,95,0
670cca76e0941d56b05f163c,670cca73e0941d56b05ee590,670cca73e0941d56b05ee727,false,670cca76e0941d56b05f163d,85,0
670cca76e0941d56b05f163e,670cca73e0941d56b05ee4bd,670cca73e0941d56b05ee827,false,670cca76e0941d56b05f163f,70,0
670cca76e0941d56b05f1640,670cca73e0941d56b05ee5bf,670cca73e0941d56b05ee7d8,true,670cca76e0941d56b05f1641,55,0
670cca76e0941d56b05f1642,670cca73e0941d56b05ee307,670cca73e0941d56b05ee840,true,670cca76e0941d56b05f1643,83,0
670cca76e0941d56b05f1644,670cca73e0941d56b05ee3c5,670cca73e0941d56b05ee7b8,true,670cca76e0941d56b05f1645,37,0
670cca76e0941d56b05f1646,670cca73e0941d56b05ee541,670cca73e0941d56b05ee711,false,670cca76e0941d56b05f1647,64,0
670cca76e0941d56b05f1648,670cca73e0941d56b05ee53c,670cca73e0941d56b05ee664,true,670cca76e0941d56b05f1649,8,0
670cca76e0941d56b05f164a,670cca73e0941d56b05ee357,670cca73e0941d56b05ee6f1,true,670cca76e0941d56b05f164b,74,0
670cca76e0941d56b05f164c,670cca73e0941d56b05ee2e2,670cca73e0941d56b05eea46,false,670cca76e0941d56b05f164d,81,0
670cca76e0941d56b05f164e,670cca73e0941d56b05ee525,670cca73e0941d56b05ee955,false,670cca76e0941d56b05f164f,29,0
670cca76e0941d56b05f1650,670cca73e0941d56b05ee62f,670cca73e0941d56b05ee7f3,false,670cca76e0941d56b05f1651,9,0
670cca76e0941d56b05f1652,670cca73e0941d56b05ee49c,670cca73e0941d56b05ee8c0,true,670cca76e0941d56b05f1653,53,0
670cca76e0941d56b05f1654,670cca73e0941d56b05ee5f5,670cca73e0941d56b05ee840,false,670cca76e0941d56b05f1655,39,0
670cca76e0941d56b05f1656,670cca73e0941d56b05ee50a,670cca73e0941d56b05ee7cd,false,670cca76e0941d56b05f1657,78,0
670cca76e0941d56b05f1658,670cca73e0941d56b05ee3d0,670cca73e0941d56b05ee6ce,true,670cca76e0941d56b05f1659,68,0
670cca76e0941d56b05f165a,670cca73e0941d56b05ee64d,670cca73e0941d56b05ee8f0,true,670cca76e0941d56b05f165b,20,0
670cca76e0941d56b05f165c,670cca73e0941d56b05ee627,670cca73e0941d56b05ee69e,false,670cca76e0941d56b05f165d,90,0
670cca76e0941d56b05f165e,670cca73e0941d56b05ee37d,670cca73e0941d56b05ee802,true,670cca76e0941d56b05f165f,71,0
670cca76e0941d56b05f1660,670cca73e0941d56b05ee43c,670cca73e0941d56b05ee882,true,670cca76e0941d56b05f1661,53,0
670cca76e0941d56b05f1662,670cca73e0941d56b05ee4cb,670cca73e0941d56b05ee78b,false,670cca76e0941d56b05f1663,32,0
670cca76e0941d56b05f1664,670cca73e0941d56b05ee29a,670cca73e0941d56b05ee8b2,false,670cca76e0941d56b05f1665,24,0
670cca76e0941d56b05f1666,670cca73e0941d56b05ee571,670cca73e0941d56b05ee91a,false,670cca76e0941d56b05f1667,1,0
670cca76e0941d56b05f1668,670cca73e0941d56b05ee3a4,670cca73e0941d56b05ee681,true,670cca76e0941d56b05f1669,33,0
670cca76e0941d56b05f166a,670cca73e0941d56b05ee477,670cca73e0941d56b05ee8b1,true,670cca76e0941d56b05f166b,23,0
670cca76e0941d56b05f166c,670cca73e0941d56b05ee40c,670cca73e0941d56b05ee6f4,false,670cca76e0941d56b05f166d,48,0
670cca76e0941d56b05f166e,670cca73e0941d56b05ee547,670cca73e0941d56b05ee881,false,670cca76e0941d56b05f166f,17,0
670cca76e0941d56b05f1670,670cca73e0941d56b05ee43f,670cca73e0941d56b05ee730,true,670cca76e0941d56b05f1671,94,0
670cca76e0941d56b05f1672,670cca73e0941d56b05ee43e,670cca73e0941d56b05ee891,false,670cca76e0941d56b05f1673,75,0
670cca76e0941d56b05f1674,670cca73e0941d56b05ee4b0,670cca73e0941d56b05ee855,false,670cca76e0941d56b05f1675,46,0
670cca76e0941d56b05f1676,670cca73e0941d56b05ee356,670cca73e0941d56b05ee7ce,true,670cca76e0941d56b05f1677,20,0
670cca76e0941d56b05f1678,670cca73e0941d56b05ee347,670cca73e0941d56b05ee9fd,true,670cca76e0941d56b05f1679,10,0
670cca76e0941d56b05f167a,670cca73e0941d56b05ee2a3,670cca73e0941d56b05ee69b,false,670cca76e0941d56b05f167b,1,0
670cca76e0941d56b05f167c,670cca73e0941d56b05ee3a7,670cca73e0941d56b05ee7ca,true,670cca76e0941d56b05f167d,84,0
670cca76e0941d56b05f167e,670cca73e0941d56b05ee2db,670cca73e0941d56b05ee672,false,670cca76e0941d56b05f167f,32,0
670cca76e0941d56b05f1680,670cca73e0941d56b05ee52d,670cca73e0941d56b05ee7b1,true,670cca76e0941d56b05f1681,15,0
670cca76e0941d56b05f1682,670cca73e0941d56b05ee63d,670cca73e0941d56b05ee7a3,false,670cca76e0941d56b05f1683,99,0
670cca76e0941d56b05f1684,670cca73e0941d56b05ee27f,670cca73e0941d56b05ee959,false,670cca76e0941d56b05f1685,4,0
670cca76e0941d56b05f1686,670cca73e0941d56b05ee61d,670cca73e0941d56b05ee984,false,670cca76e0941d56b05f1687,84,0
670cca76e0941d56b05f1688,670cca73e0941d56b05ee4b0,670cca73e0941d56b05ee6cd,true,670cca76e0941d56b05f1689,75,0
670cca76e0941d56b05f168a,670cca73e0941d56b05ee3e8,670cca73e0941d56b05ee727,false,670cca76e0941d56b05f168b,1,0
670cca76e0941d56b05f168c,670cca73e0941d56b05ee2b8,670cca73e0941d56b05ee6f7,true,670cca76e0941d56b05f168d,69,0
670cca76e0941d56b05f168e,670cca73e0941d56b05ee2b5,670cca73e0941d56b05ee6f7,true,670cca76e0941d56b05f168f,51,0
670cca76e0941d56b05f1690,670cca73e0941d56b05ee3e3,670cca73e0941d56b05ee81a,false,670cca76e0941d56b05f1691,56,0
670cca76e0941d56b05f1692,670cca73e0941d56b05ee520,670cca73e0941d56b05ee988,true,670cca76e0941d56b05f1693,71,0
670cca76e0941d56b05f1694,670cca73e0941d56b05ee640,670cca73e0941d56b05ee6b2,false,670cca76e0941d56b05f1695,36,0
670cca76e0941d56b05f1696,670cca73e0941d56b05ee556,670cca73e0941d56b05ee713,false,670cca76e0941d56b05f1697,36,0
670cca76e0941d56b05f1698,670cca73e0941d56b05ee35b,670cca73e0941d56b05ee71e,true,670cca76e0941d56b05f1699,8,0
670cca76e0941d56b05f169a,670cca73e0941d56b05ee291,670cca73e0941d56b05ee6ae,true,670cca76e0941d56b05f169b,40,0
670cca76e0941d56b05f169c,670cca73e0941d56b05ee39b,670cca73e0941d56b05ee966,true,670cca76e0941d56b05f169d,81,0
670cca76e0941d56b05f169e,670cca73e0941d56b05ee487,670cca73e0941d56b05ee76f,false,670cca76e0941d56b05f169f,79,0
670cca76e0941d56b05f16a0,670cca73e0941d56b05ee3b4,670cca73e0941d56b05ee67d,true,670cca76e0941d56b05f16a1,47,0
670cca76e0941d56b05f16a2,670cca73e0941d56b05ee322,670cca73e0941d56b05eea10,true,670cca76e0941d56b05f16a3,53,0
670cca76e0941d56b05f16a4,670cca73e0941d56b05ee4fc,670cca73e0941d56b05ee810,false,670cca76e0941d56b05f16a5,48,0
670cca76e0941d56b05f16a6,670cca73e0941d56b05ee59c,670cca73e0941d56b05ee935,true,670cca76e0941d56b05f16a7,34,0
670cca76e0941d56b05f16a8,670cca73e0941d56b05ee3ca,670cca73e0941d56b05ee89e,true,670cca76e0941d56b05f16a9,26,0
670cca76e0941d56b05f16aa,670cca73e0941d56b05ee3f6,670cca73e0941d56b05ee994,false,670cca76e0941d56b05f16ab,31,0
670cca76e0941d56b05f16ac,670cca73e0941d56b05ee3db,670cca73e0941d56b05ee793,false,670cca76e0941d56b05f16ad,78,0
670cca76e0941d56b05f16ae,670cca73e0941d56b05ee285,670cca73e0941d56b05ee7dd,true,670cca76e0941d56b05f16af,5,0
670cca76e0941d56b05f16b0,670cca73e0941d56b05ee549,670cca73e0941d56b05eea44,false,670cca76e0941d56b05f16b1,68,0
670cca76e0941d56b05f16b2,670cca73e0941d56b05ee57e,670cca73e0941d56b05ee90b,true,670cca76e0941d56b05f16b3,68,0
670cca76e0941d56b05f16b4,670cca73e0941d56b05ee4e3,670cca73e0941d56b05ee689,true,670cca76e0941d56b05f16b5,66,0
670cca76e0941d56b05f16b6,670cca73e0941d56b05ee4d3,670cca73e0941d56b05ee9f8,true,670cca76e0941d56b05f16b7,67,0
670cca76e0941d56b05f16b8,670cca73e0941d56b05ee4c0,670cca73e0941d56b05ee83b,false,670cca76e0941d56b05f16b9,27,0
670cca76e0941d56b05f16ba,670cca73e0941d56b05ee3e2,670cca73e0941d56b05ee9e9,false,670cca76e0941d56b05f16bb,90,0
670cca76e0941d56b05f16bc,670cca73e0941d56b05ee2b2,670cca73e0941d56b05ee8e3,false,670cca76e0941d56b05f16bd,70,0
670cca76e0941d56b05f16be,670cca73e0941d56b05ee4c2,670cca73e0941d56b05ee86f,true,670cca76e0941d56b05f16bf,67,0
670cca76e0941d56b05f16c0,670cca73e0941d56b05ee38c,670cca73e0941d56b05ee677,false,670cca76e0941d56b05f16c1,41,0
670cca76e0941d56b05f16c2,670cca73e0941d56b05ee523,670cca73e0941d56b05ee738,false,670cca76e0941d56b05f16c3,67,0
670cca76e0941d56b05f16c4,670cca73e0941d56b05ee516,670cca73e0941d56b05ee818,true,670cca76e0941d56b05f16c5,18,0
670cca76e0941d56b05f16c6,670cca73e0941d56b05ee3db,670cca73e0941d56b05ee739,false,670cca76e0941d56b05f16c7,100,0
670cca76e0941d56b05f16c8,670cca73e0941d56b05ee2f4,670cca73e0941d56b05ee807,true,670cca76e0941d56b05f16c9,96,0
670cca76e0941d56b05f16ca,670cca73e0941d56b05ee63a,670cca73e0941d56b05ee802,true,670cca76e0941d56b05f16cb,60,0
670cca76e0941d56b05f16cc,670cca73e0941d56b05ee610,670cca73e0941d56b05ee98f,true,670cca76e0941d56b05f16cd,81,0
670cca76e0941d56b05f16ce,670cca73e0941d56b05ee5c3,670cca73e0941d56b05ee768,true,670cca76e0941d56b05f16cf,62,0
670cca76e0941d56b05f16d0,670cca73e0941d56b05ee53b,670cca73e0941d56b05ee848,false,670cca76e0941d56b05f16d1,96,0
670cca76e0941d56b05f16d2,670cca73e0941d56b05ee478,670cca73e0941d56b05ee907,true,670cca76e0941d56b05f16d3,32,0
670cca76e0941d56b05f16d4,670cca73e0941d56b05ee5f7,670cca73e0941d56b05ee67f,false,670cca76e0941d56b05f16d5,29,0
670cca76e0941d56b05f16d6,670cca73e0941d56b05ee440,670cca73e0941d56b05ee758,true,670cca76e0941d56b05f16d7,77,0
